Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Lijsterbesstraat 38,Zuid-Beijerland,€ 375.000,145 m²,121 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.885
Zigt 2,Warmenhuizen,€ 525.000,289 m²,167 m²,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,1.040
Orchideelaan 31,De Kwakel,€ 375.000,164 m²,121 m²,1975,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en in woonwijk",Achtertuin en voortuin,3.615
Rijnsburgerweg 72 A &B,Oegstgeest,€ 950.000,720 m²,195 m²,1930,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,4 woonlagen,G,Open ligging,Achtertuin en voortuin,795
't Stort 14,Sliedrecht,€ 349.000,128 m²,130 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,2.160
Penninghove 18,Zoetermeer,€ 485.000,133 m²,141 m²,1976,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,10.375
Triangelstraat 37,Eindhoven,€ 595.000,241 m²,127 m²,2019,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.450
Ramen 21,Alkmaar,€ 350.000,87 m²,96 m²,1905,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,7 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,G,Aan rustige weg,Achtertuin,2.770
Graaf Floris 2 a,Huizen,€ 442.500,159 m²,117 m²,2004,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",2.610
Zoete Brederodepad 5,Hoef en Haag,€ 525.000,138 m²,137 m²,2019,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,€ 4.267
Torenakker 57,Ruinen (Gem. De Wolden),€ 425.000,522 m²,119 m²,,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,2.675
Sodawater 40,Houten,€ 615.000,116 m²,157 m²,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,A,In woonwijk,Achtertuin,
Dotterbloem 6,Breda,€ 995.000,818 m²,218 m²,2000,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen,A,,Tuin rondom,2.325
Laan van de Highlanders 39,Zutphen,€ 775.000,502 m²,151 m²,2017,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,"Achtertuin, voortuin en zijtuin",1.270
Luxemburglaan 53,Eindhoven,€ 425.000,259 m²,123 m²,1969,Bestaande bouw,"Bungalow, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,C,Aan rustige weg en in woonwijk,Patio/atrium,2.255
Valkenweg 146,Apeldoorn,€ 375.000,250 m²,94 m²,1935,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Aan rustige weg en in woonwijk,Achtertuin en voortuin,5.010
Vreebergen 10,Assen,€ 625.000,897 m²,193 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,,Tuin rondom,115
Madeliefweide 74,Woerden,€ 369.500,149 m²,104 m²,1984,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,5.290
Merwede 7,Heerhugowaard,€ 265.000,153 m²,106 m²,1980,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,Aan rustige weg en in woonwijk,Achtertuin en zonneterras,3.395
De Ontvangst 44,Apeldoorn,€ 385.000,115 m²,137 m²,1997,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,5.020
Prins Hendriklaan 11,Brunssum,€ 285.000,246 m²,120 m²,1954,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,In woonwijk,Achtertuin en voortuin,875
B.G. Ruitenbeekerf 103,Nijkerkerveen,€ 650.000,280 m²,189 m²,1996,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,585
Scheidingsweg 46,Roermond,€ 298.000,318 m²,177 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,Achtertuin,2.100
Enschedepad 31,Almere,€ 385.000,110 m²,126 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In centrum en in woonwijk,Achtertuin en voortuin,10.380
Groeningsestraat 25,Groeningen,€ 475.000,531 m²,231 m²,1924,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,D,Aan drukke weg,Tuin rondom,375
Sterkenburg 29,IJsselstein,€ 375.000,127 m²,90 m²,1994,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.955
Purmerenderweg 198,Zuidoostbeemster,€ 650.000,478 m²,100 m²,1886,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,€ 4.869
Stentorstraat 37,Amsterdam,€ 575.000,144 m²,104 m²,1958,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.495
Zwanenveld 2311,Nijmegen,€ 225.000,252 m²,96 m²,1974,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.685
Eikelkamp 37,Epe,€ 275.000,151 m²,78 m²,1968,Bestaande bouw,"Bungalow, tussenwoning (semi-bungalow)",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,D,Aan rustige weg en vrij uitzicht,Achtertuin en voortuin,1.065
Margrietlaan 33,Voorthuizen,€ 1.100.000,1.298 m²,329 m²,1979,Bestaande bouw,"Villa, vrijstaande woning",Lessenaardak bedekt met bitumineuze dakbedekking en pannen,8 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk, landelijk gelegen en vrij uitzicht",Tuin rondom,305
Wilgenlaan 12,Harderwijk,€ 500.000,278 m²,127 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,"Achtertuin, voortuin en zijtuin",935
Oude Bergerweg 52,Bergen (NH),€ 849.000,313 m²,115 m²,1930,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,Beschutte ligging en in woonwijk,Achtertuin en voortuin,540
Hollandshof 24,Bodegraven,€ 275.000,137 m²,90 m²,1973,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, in woonwijk en open ligging",Achtertuin en voortuin,€ 2.896
Mauvekant 61,Nunspeet,€ 317.500,115 m²,92 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin en voortuin,
Nootdorpse Landingslaan 354,Den Haag,€ 600.000,161 m²,210 m²,2002,Bestaande bouw,"Herenhuis, tussenwoning",Lessenaardak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,4 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,7.180
Gerard Doustraat 4,Twello,€ 625.000,210 m²,151 m²,2014,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",5.360
Vuurlijn 42,De Kwakel,€ 1.695.000,1.164 m²,291 m²,2003,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,B,Landelijk gelegen en vrij uitzicht,Tuin rondom,345
Julianastraat 8,Huissen,€ 449.000,495 m²,155 m²,1950,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een kelder,F,In woonwijk,Achtertuin,6.105
Stricklaan 1,Heesch,€ 500.000,443 m²,140 m²,1973,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in centrum, open ligging en vrij uitzicht",Tuin rondom,430
Veursestraatweg 48,Leidschendam,€ 1.295.000,840 m²,221 m²,1977,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Tuin rondom,2.845
Raaphorstlaan 71,Den Haag,€ 515.000,120 m²,134 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,4.825
Grevenmacherhof 4,Eindhoven,€ 425.000,131 m²,176 m²,1971,Bestaande bouw,"Eengezinswoning, tussenwoning (drive-in woning)",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,2.255
Marsstraat 32,Culemborg,€ 625.000,328 m²,198 m²,1998,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,7 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",€ 3.322
Oude Groenestraat 6 30,Oosterhout (GE),€ 329.000,338 m²,110 m²,1997,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,A,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",345
Poelweg 24,Warmond,€ 2.895.000,1.039 m²,292 m²,1991,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (5 slaapkamers),3 badkamers en 1 apart toilet,"3 woonlagen, een vliering en een kelder",A,"Aan rustige weg, aan vaarwater, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,480
Appelhof 20,Molenhoek,€ 300.000,240 m²,102 m²,1970,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.690
Clara Wichmannstraat 76,Ridderkerk,€ 425.000,134 m²,125 m²,1993,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,3.270
de Kroeskarper 38,Bergschenhoek,€ 950.000,420 m²,190 m²,1984,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Beschutte ligging, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",1.825
Tolhûswei 40,Leeuwarden,€ 469.500,280 m²,160 m²,2014,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"In woonwijk, open ligging en vrij uitzicht",Achtertuin,835
Cornelis Doetsstraat 5,Edam,€ 525.000,189 m²,166 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,1.220
Groeneweg 5 A,Weesp,€ 650.000,125 m²,144 m²,1980,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,,,2.170
Capelleweer 3,Hardinxveld-Giessendam,€ 315.000,144 m²,117 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,
Goodeslaan 14,Heiloo,€ 400.000,163 m²,128 m²,1969,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.300
van Limburg Styrumstraat 25,Borculo,€ 320.000,360 m²,118 m²,1973,Bestaande bouw,"Bungalow, 2-onder-1-kapwoning (semi-bungalow)",Zadeldak bedekt met pannen,4 kamers (2 slaapkamers),2 badkamers,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, voortuin en zonneterras",1.070
Francisca Hoeve 41,Gouda,€ 350.000,132 m²,110 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,In woonwijk,Achtertuin en voortuin,1.845
Oostwal 27 a,Ootmarsum,€ 285.000,212 m²,81 m²,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Dwarskap bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,"Aan rustige weg, in centrum en in woonwijk",Achtertuin en voortuin,705
Arenberglaan 198,Breda,€ 375.000,158 m²,136 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.730
Braamlanden 102,Enschede,€ 230.000,140 m²,112 m²,1974,Bestaande bouw,"Eengezinswoning, eindwoning",Lessenaardak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.615
Spoorlaan 1,Heiloo,€ 725.000,549 m²,125 m²,1965,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Achtertuin en voortuin,1.285
Cingelwal 34,Wehl,€ 340.000,528 m²,103 m²,1957,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",G,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.170
Adriaan Roggestraat 11,Zaandam,€ 250.000,113 m²,75 m²,1909,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,F,In woonwijk en open ligging,Achtertuin en voortuin,4.275
Fuga 10,Oss,€ 350.000,86 m²,93 m²,2021,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin,915
Singel 246,Vlissingen,€ 270.000,89 m²,105 m²,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,Aan rustige weg en in woonwijk,Achtertuin,765
Goudslagersgaarde 15,Den Haag,€ 425.500,45 m²,116 m²,2007,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen,A,Aan rustige weg en in woonwijk,,10.990
De Veste 17,Heemskerk,€ 775.000,385 m²,194 m²,1980,Bestaande bouw,"Eengezinswoning, geschakelde woning",Lessenaardak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,C,"Aan rustige weg, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,315
Swaalingestraat 59,Zoutelande,€ 439.000,241 m²,163 m²,1978,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,In woonwijk,"Achtertuin, voortuin en zijtuin",1.345
Sint Barbarastraat 19,Vlijmen,€ 425.000,288 m²,112 m²,1968,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,3.955
Kleibroek 10,Castricum,€ 650.000,298 m²,154 m²,1966,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",2.985
Karel Doormanplein 12,Roermond,€ 357.500,410 m²,199 m²,1948,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",G,"Aan park, aan rustige weg en in woonwijk","Patio/atrium, voortuin en zijtuin",2.310
Burgemeester H.J. Wichersstraat 1,Winschoten,€ 699.500,570 m²,247 m²,1939,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met riet,8 kamers (6 slaapkamers),2 badkamers en 2 aparte toiletten,3 woonlagen en een kelder,D,In centrum,Achtertuin en voortuin,4.190
Harderwijkerweg 37,Harskamp,Prijs op aanvraag,120.615 m²,183 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,E,"Aan bosrand, aan drukke weg, buiten bebouwde kom, in bosrijke omgeving en landelijk gelegen",Tuin rondom,1.265
De Linie 12,Gorinchem,€ 425.000,119 m²,106 m²,2017,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,2.105
Moerdijkse Postbaan 23,Breda,€ 450.000,750 m²,87 m²,1938,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,"Aan rustige weg, buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en vrij uitzicht","Achtertuin, voortuin en zijtuin",725
Eikklop 9,Oldemarkt,€ 459.500,357 m²,151 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,A,Aan rustige weg en aan vaarwater,Achtertuin en voortuin,2.370
Da Palestrinastraat 69,Purmerend,€ 400.000,146 m²,109 m²,1989,Bestaande bouw,"Eengezinswoning, tussenwoning",Dwarskap bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan water en in woonwijk,Achtertuin en voortuin,7.205
