Address,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
het Meer 127,Heerenveen,€ 325.000,425 m²,100 m²,1905,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Schilddak bedekt met bitumineuze dakbedekking en pannen,3 kamers (2 slaapkamers),1 badkamer,2 woonlagen,C,,Achtertuin en voortuin,470
Oosterse Lageweg 2,Middelburg,€ 1.195.000,2.473 m²,211 m²,1992,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg,Tuin rondom,1.040
van der Mondeweg 72,Haalderen,€ 375.000,290 m²,138 m²,1980,Bestaande bouw,"Eengezinswoning, hoekwoning","Zadeldak bedekt met bitumineuze dakbedekking, overig en pannen",6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,B,"Beschutte ligging, in woonwijk en landelijk gelegen","Achtertuin, voortuin, zijtuin en zonneterras",1.860
Leostraat 112,Eindhoven,€ 400.000,115 m²,113 m²,1936,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een zolder,F,Aan drukke weg en in woonwijk,Achtertuin,1.200
Rijksstraatweg 135,Ridderkerk,€ 1.200.000,988 m²,318 m²,1928,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,13 kamers (8 slaapkamers),2 badkamers en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",G,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Tuin rondom,2.950
Burgemeester F.H. van Kempensingel 3,Rotterdam,€ 965.000,220 m²,169 m²,1930,Bestaande bouw,"Herenhuis, hoekwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,G,,"Achtertuin, voortuin en zijtuin",8.250
Chopinlaan 23,Hazerswoude-Rijndijk,€ 450.000,147 m²,140 m²,1977,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.260
Veldwezeltstraat 74 A-B,Maastricht,€ 945.000,800 m²,443 m²,2007,Bestaande bouw,"Eengezinswoning, geschakelde woning",Plat dak bedekt met bitumineuze dakbedekking,13 kamers (8 slaapkamers),3 badkamers en 2 aparte toiletten,2 woonlagen,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Zonneterras,1.970
Asterstraat 13,Rosmalen,€ 435.000,329 m²,129 m²,1959,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),2 badkamers,2 woonlagen en een zolder,E,Aan rustige weg en in centrum,Zijtuin,2.285
Muldersplein 10,Rottevalle,€ 325.000,571 m²,107 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,In centrum,Achtertuin en voortuin,1.360
Kapellerweg 32,Sittard,€ 725.000,1.200 m²,140 m²,1960,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"1 woonlaag, een vliering en een kelder",D,Aan rustige weg en in woonwijk,Tuin rondom,3.415
Sniederslaan 75 75A,Bladel,€ 1.029.000,845 m²,353 m²,1939,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),1 badkamer,3 woonlagen,B,In bosrijke omgeving en in centrum,Achtertuin,1.720
Kamerlingh Onneslaan 6,Almelo,€ 790.000,549 m²,189 m²,2014,Bestaande bouw,"Herenhuis, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,,Tuin rondom,
Wilhelminastraat 17,Dreumel,€ 600.000,930 m²,182 m²,1970,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan rustige weg, beschutte ligging, in woonwijk, landelijk gelegen en vrij uitzicht","Achtertuin, tuin rondom, voortuin, zijtuin en zonneterras",2.610
Weergraaf 38,Horn,€ 525.000,695 m²,181 m²,1959,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.455
De Savornin Lohmanlaan 28,Vlijmen,€ 585.000,406 m²,131 m²,1983,Bestaande bouw,"Eengezinswoning, geschakelde woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,"Achtertuin, tuin rondom en voortuin",6.325
Molenstraat 29,Zwammerdam,€ 550.000,215 m²,169 m²,1903,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,7 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging en in centrum","Achtertuin, voortuin en zijtuin",1.045
Irenestraat 27,Haps,€ 364.000,411 m²,127 m²,1959,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,In woonwijk,Achtertuin en voortuin,2.220
Rechtestraat 63,De Rijp,€ 795.000,165 m²,150 m²,1643,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,Niet verplicht,"Aan vaarwater, aan water, in centrum en landelijk gelegen",Achtertuin,4.060
Groenhoevelaan 35,Oegstgeest,€ 498.000,118 m²,107 m²,1992,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A+,"Aan park, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.040
De Kooikampen 9,Nieuwkuijk,€ 525.000,243 m²,161 m²,2001,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.105
Schouw 7,Blaricum,€ 915.000,513 m²,161 m²,1977,Bestaande bouw,"Bungalow, geschakelde woning",Lessenaardak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zonneterras",3.880
Smedenstraat 254,Deventer,€ 895.000,237 m²,294 m²,1920,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met pannen,8 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,"3 woonlagen, een zolder en een kelder",A,In centrum,Achtertuin,2.790
Cluysenaerstraat 27,Landgraaf,€ 284.000,241 m²,115 m²,1962,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.525
Bokhovense Maasdijk 12,Den Bosch,€ 1.850.000,8.020 m²,735 m²,1874,Bestaande bouw,"Landhuis, vrijstaande woning (dijkwoning)","Samengesteld dak bedekt met bitumineuze dakbedekking, leisteen en pannen",9 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,F,Aan vaarwater en vrij uitzicht,"Achtertuin, voortuin en zijtuin",290
Vrijdom 12,Enkhuizen,€ 450.000,144 m²,111 m²,1910,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,D,"In centrum, in woonwijk en vrij uitzicht",Achtertuin en zijtuin,€ 3.672
Tubantiasingel 25,Enschede,€ 275.000,184 m²,146 m²,1947,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan drukke weg,Achtertuin,4.895
Nieuwe Mollenhutseweg 119,Nijmegen,€ 589.000,234 m²,190 m²,1977,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een kelder,C,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.520
Windmolen 12,Tholen,€ 650.000,598 m²,162 m²,1999,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en aan vaarwater,"Achtertuin, voortuin en zijtuin",7.710
Watertuin 262,Barneveld,€ 487.500,224 m²,102 m²,2000,Bestaande bouw,"Eengezinswoning, hoekwoning",Schilddak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",4.730
Mezenhof 11,Middelburg,€ 545.000,309 m²,185 m²,2006,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met overig,3 kamers (1 slaapkamer),2 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,1.615
Mezenhof 11,Middelburg,€ 545.000,309 m²,185 m²,2006,Bestaande bouw,"Eengezinswoning, eindwoning",Plat dak bedekt met overig,3 kamers (1 slaapkamer),2 badkamers en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin,1.615
Noord Zuidweg 1,Boven-Leeuwen,€ 600.000,1.010 m²,160 m²,1970,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (6 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, voortuin en zijtuin",735
Plein-Zuid 7,Aalten,€ 575.000,1.054 m²,306 m²,1935,Bestaande bouw,"Eengezinswoning, vrijstaande woning (bedrijfs- of dienstwoning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,D,Open ligging en vrij uitzicht,Voortuin,2.410
C. Fabritiuspark 18,Heerhugowaard,€ 995.000,715 m²,235 m²,1976,Bestaande bouw,"Villa, vrijstaande woning (split-level woning)",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",2.755
Grote Bredeplaats 11,Harlingen,€ 595.000,158 m²,117 m²,Voor 1906,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een zolder,Niet verplicht,In centrum,,3.165
Vincent van Goghweg 6,Zaandam,€ 470.000,139 m²,124 m²,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,F,,Achtertuin en voortuin,785
Blauwe Hoefsweg 10,Klundert,€ 525.000,282 m²,238 m²,1991,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,2 woonlagen en een zolder,B,,Zijtuin,5.435
Eibergsestraat 60,Haaksbergen,€ 498.500,534 m²,204 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning (bedrijfs- of dienstwoning)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,13 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,D,Aan drukke weg en in centrum,Achtertuin,1.055
Koeveringsedijk 19,Sint-Oedenrode,€ 1.450.000,10.075 m²,228 m²,1716,Bestaande bouw,"Woonboerderij, vrijstaande woning",Schilddak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen en een kelder,C,Landelijk gelegen,Tuin rondom,290
Ds. Posthumus Meijjesweg 5,Hoogland,€ 1.350.000,1.205 m²,188 m²,2003,Bestaande bouw,"Villa, vrijstaande woning",Schilddak bedekt met riet,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,Aan rustige weg en vrij uitzicht,"Achtertuin, voortuin en zijtuin",755
Kruislandsedijk 28,Steenbergen (NB),€ 985.000,5.170 m²,162 m²,1993,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen en een vliering,A,"Aan rustige weg, aan water, landelijk gelegen, open ligging en vrij uitzicht",Tuin rondom,170
Hoogenboomstraat 21,Lemelerveld,€ 579.000,812 m²,188 m²,1995,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,8 kamers (7 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin, zijtuin en zonneterras",1.650
Kaarder 97,Hoorn (NH),€ 315.000,121 m²,141 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin,2.095
Haverland 8 a,Dalfsen,€ 650.000,355 m²,150 m²,2003,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en bedrijventerrein,Tuin rondom,540
Arnhemse Bovenweg 15 A,Zeist,€ 619.000,425 m²,110 m²,1930,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,F,In bosrijke omgeving en in woonwijk,"Achtertuin, voortuin en zijtuin",3.620
Betuwe Singel 4,Lienden,€ 399.000,209 m²,150 m²,2000,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer,3 woonlagen,B,Aan water en in woonwijk,Achtertuin en voortuin,1.170
Westerweg 170,Alkmaar,€ 800.000,475 m²,127 m²,1958,Bestaande bouw,"Villa, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,C,"Aan bosrand, aan rustige weg, beschutte ligging, in bosrijke omgeving, in centrum en vrij uitzicht",Tuin rondom,550
Wijkhovepad 14,Putten,€ 550.000,223 m²,153 m²,2006,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",4.240
Jufferenstraat 10,Elburg,€ 575.000,120 m²,215 m²,1900,Bestaande bouw,"Herenhuis, verspringend (split-level woning)",Schilddak bedekt met pannen,8 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,4 woonlagen en een zolder,Niet verplicht,In centrum,Voortuin,935
Kloosteresweg 30,Albergen,€ 889.000,3.501 m²,275 m²,1993,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,12 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,3 woonlagen en een kelder,A,"Aan rustige weg, buiten bebouwde kom, landelijk gelegen, open ligging en vrij uitzicht","Achtertuin, tuin rondom en voortuin",2.040
Rengelinkstraat 53,Almelo,€ 299.000,283 m²,130 m²,1953,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,D,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.895
Martinusweg 13,Twello,€ 895.000,1.249 m²,264 m²,1959,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,9 kamers (6 slaapkamers),3 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,Aan rustige weg,"Achtertuin, voortuin en zijtuin",5.360
Staverdenseweg 83,Elspeet,€ 569.000,475 m²,132 m²,1969,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,"In bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.995
Berkenlaan 1,Epe,€ 1.450.000,39.270 m²,138 m²,1995,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (2 slaapkamers),2 badkamers en 1 apart toilet,1 woonlaag,C,"Aan rustige weg, buiten bebouwde kom en in bosrijke omgeving",Tuin rondom,630
Traandijk 45,Klarenbeek (Gem. Apeldoorn),€ 875.000,8.000 m²,162 m²,1912,Bestaande bouw,"Woonboerderij, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,G,,Tuin rondom,855
Uiterweg 42,Aalsmeer,€ 1.250.000,625 m²,190 m²,1963,Bestaande bouw,"Villa, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,E,In centrum,Tuin rondom,875
Erosiekreek 5,Spijkenisse,€ 300.000,143 m²,111 m²,1982,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.875
Karstraat 8,Huissen,€ 725.000,641 m²,231 m²,1905,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,F,Aan drukke weg en beschutte ligging,"Achtertuin, voortuin en zijtuin",1.840
Warmoltsstrjitte 72,Harkema,€ 375.000,475 m²,143 m²,1955,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, in centrum en in woonwijk","Achtertuin, tuin rondom, voortuin en zijtuin",4.025
Leemslagenweg 39,Almelo,€ 499.000,550 m²,172 m²,1981,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,985
Paardenstraat 28,Hilvarenbeek,€ 825.000,471 m²,190 m²,1989,Bestaande bouw,"Bungalow, geschakelde woning (semi-bungalow)",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een vliering,B,In centrum,Achtertuin en voortuin,8.005
Berggrind 8,Rheden,€ 575.000,253 m²,136 m²,2013,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,2 kamers (1 slaapkamer),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,A,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",7.380
Molenpad 3,Escharen,€ 445.000,710 m²,103 m²,1965,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,F,Aan rustige weg en landelijk gelegen,"Achtertuin, voortuin en zijtuin",770
Prinsenstraat 29,Vlissingen,€ 349.000,61 m²,114 m²,1901,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers,3 woonlagen,D,"Aan vaarwater, aan water, in centrum en zeezicht",Achtertuin,3.860
Burgemeester Heeremanstraat 5,Neede,€ 255.000,211 m²,99 m²,2001,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.050
Vincent van Goghlaan 39,Oosterhout (NB),€ 650.000,913 m²,133 m²,1987,Bestaande bouw,"Bungalow, vrijstaande woning",Lessenaardak bedekt met bitumineuze dakbedekking,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin,2.510
van der Maelstedeweg 22,Hulst,€ 308.000,198 m²,96 m²,1976,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,Aan drukke weg en vrij uitzicht,Achtertuin en voortuin,1.370
Rijksstraatweg 311,Leersum,€ 400.000,185 m²,88 m²,1982,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan bosrand, in bosrijke omgeving, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",
Voorstraat 68,Franeker,€ 475.000,224 m²,215 m²,1600,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen en een zolder,Niet verplicht,In centrum en vrij uitzicht,Achtertuin,1.380
Norbertijnerstraat 51,Elshout,€ 325.000,177 m²,104 m²,1964,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,D,"Aan rustige weg, in bosrijke omgeving, in woonwijk en open ligging",Achtertuin en voortuin,1.775
Sportlaan 44,Ede,€ 625.000,655 m²,90 m²,1955,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer,2 woonlagen,F,"Aan rustige weg, in bosrijke omgeving en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.020
