Adress,City,Price,Lot size (m2),Living space size (m2),Build year,Build type,House type,Roof,Rooms,Toilet,Floors,Energy label,Position,Garden,Estimated neighbourhood price per m2
Prins Willem-Alexanderstraat 12,Pannerden,€ 495.000,529 m²,128 m²,1971,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,C,Aan rustige weg en in woonwijk,Tuin rondom,2.190
Rijksstraatweg 36,Amerongen,€ 1.098.000,1.096 m²,226 m²,1880,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Dwarskap bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,D,,"Achtertuin, voortuin en zijtuin",
Spiering 6,Hellevoetsluis,€ 285.000,235 m²,112 m²,1981,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",2.760
De Stelling 10 46,Lelystad,€ 235.000,117 m²,103 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,835
Frans Halsstraat 3,Goes,€ 275.000,180 m²,85 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,C,"Aan rustige weg, beschutte ligging, in woonwijk en vrij uitzicht",Achtertuin en voortuin,4.260
Lentemorgen 24,Uden,€ 775.000,473 m²,216 m²,1997,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Plat dak bedekt met bitumineuze dakbedekking,6 kamers (4 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.900
Rogge-oord 1,Houten,€ 1.250.000,754 m²,244 m²,2001,Bestaande bouw,"Herenhuis, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,B,"Aan rustige weg, beschutte ligging en in woonwijk",Tuin rondom,1.000
Hoofdstraat 45,Voorthuizen,€ 265.000,295 m²,92 m²,1900,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,G,In centrum,Achtertuin en voortuin,795
Vaartdijk 3 F,Wormerveer,€ 825.000,725 m²,125 m²,2004,Bestaande bouw,"Eengezinswoning, geschakelde woning (bedrijfs- of dienstwoning)",Plat dak,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water en vrij uitzicht",Zonneterras,270
Parkwerf 84,Almere,€ 330.000,104 m²,114 m²,1977,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,,Achtertuin,2.820
Binnenhof 15,Veldhoven,€ 685.000,326 m²,193 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Lessenaardak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,Aan rustige weg en in woonwijk,Tuin rondom,2.780
Achter de Hoven 17,Sprang-Capelle,€ 595.000,1.065 m²,175 m²,1912,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,G,Vrij uitzicht,Tuin rondom,2.860
Frederikstraat 2,Hardinxveld-Giessendam,€ 425.000,176 m²,130 m²,2012,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,Aan rustige weg,"Achtertuin, voortuin en zijtuin",
Wagenmaker 74,Wijchen,€ 385.000,151 m²,100 m²,2020,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.465
Van de Bleekstraat 54,Terschuur,€ 439.000,285 m²,100 m²,1985,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,445
Eelinkstraat 45,Winterswijk,€ 489.000,401 m²,149 m²,1936,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,3.905
Ekersdijk 79,Enschede,€ 250.000,210 m²,80 m²,1926,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,G,,Achtertuin,1.705
Fluessenlaan 16,Amsterdam,€ 599.000,117 m²,138 m²,1998,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin,14.470
Lage Esweg 71,Nijverdal,€ 1.175.000,9.200 m²,168 m²,1980,Bestaande bouw,"Landhuis, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een vliering en een kelder",B,"Buiten bebouwde kom, in bosrijke omgeving, landelijk gelegen en open ligging",Tuin rondom,405
Waghenaerdreef 6,Bergschenhoek,€ 725.000,228 m²,141 m²,1997,Bestaande bouw,"Herenhuis, geschakelde 2-onder-1-kapwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,In woonwijk,Achtertuin en voortuin,4.155
Van Middachtenmarke 55,Zwolle,€ 450.000,184 m²,141 m²,1987,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, aan water en vrij uitzicht",Achtertuin en voortuin,2.385
Johan Stratiuslaan 12,Wolfheze,€ 598.000,762 m²,80 m²,1954,Bestaande bouw,"Bungalow, vrijstaande woning",Zadeldak bedekt met pannen,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,1 woonlaag,D,"Aan rustige weg, beschutte ligging, in bosrijke omgeving en in woonwijk",Tuin rondom,510
Giekwerf 19,Zoetermeer,€ 700.000,253 m²,196 m²,1984,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,C,"Aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,9.440
Slochterstraat 88,Sappemeer,€ 239.500,339 m²,149 m²,1915,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,"2 woonlagen, een zolder en een kelder",D,In woonwijk,Achtertuin en voortuin,1.965
Hazeleger 8,Zeewolde,€ 425.000,260 m²,116 m²,1991,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.970
Noordereinde 259,'s-Graveland,€ 450.000,126 m²,108 m²,1800,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (3 slaapkamers),1 badkamer en 2 aparte toiletten,2 woonlagen,F,"Aan bosrand, aan drukke weg, aan vaarwater en aan water",Patio/atrium,1.320
Prinsessenhof 36,Heemstede,€ 595.000,196 m²,122 m²,1985,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen en een vliering,C,"Beschutte ligging, in bosrijke omgeving en in woonwijk","Achtertuin, voortuin en zijtuin",1.325
Parkweg 14,Rosmalen,€ 659.000,441 m²,151 m²,1970,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,3.925
Poterne 5,Veldhoven,€ 500.000,245 m²,108 m²,1995,Bestaande bouw,"Bungalow, geschakelde 2-onder-1-kapwoning (semi-bungalow)",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,4 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,2.780
Waterput 8,Cuijk,€ 409.000,111 m²,131 m²,2017,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, aan vaarwater, aan water, in woonwijk en vrij uitzicht",Achtertuin en voortuin,6.825
het Swennink 15,Losser,€ 425.000,311 m²,142 m²,1995,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.500
Johan van Galenplantsoen 16,Rijssen,€ 698.000,779 m²,177 m²,1977,Bestaande bouw,"Bungalow, vrijstaande woning (semi-bungalow)",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,D,"Aan bosrand, aan rustige weg, beschutte ligging en in bosrijke omgeving",Tuin rondom,2.895
Spinbolmolen 33,Papendrecht,€ 345.000,150 m²,121 m²,1981,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,3.395
Waalstraat 48,Almere,€ 375.000,115 m²,103 m²,1984,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,7.390
Klaas Benninkstraat 33,Genemuiden,€ 179.500,81 m²,80 m²,1934,Bestaande bouw,"Eengezinswoning, tussenwoning",Schilddak bedekt met bitumineuze dakbedekking en pannen,4 kamers (2 slaapkamers),1 badkamer,3 woonlagen,G,In centrum,Achtertuin,915
Saffierdrift 6,Nieuwegein,€ 335.000,114 m²,110 m²,1977,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,€ 3.323
Ludingakerke 4,Drachten,€ 229.500,201 m²,125 m²,1974,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.375
Kon.Wilhelminalaan 6,Nieuwleusen,€ 400.000,397 m²,102 m²,1966,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",F,"Aan rustige weg, in centrum, in woonwijk en vrij uitzicht",Tuin rondom,1.990
Vuurlibel 18,Son en Breugel,€ 550.000,195 m²,131 m²,2020,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,1.735
Akkerwindestraat 38,Wijchen,€ 369.000,242 m²,114 m²,1960,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,"2 woonlagen, een vliering en een kelder",D,In woonwijk en vrij uitzicht,"Achtertuin, voortuin en zijtuin",860
Rijperkerkpark 77,Tilburg,€ 525.000,191 m²,141 m²,2020,Bestaande bouw,"Eengezinswoning, eindwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan park, aan rustige weg en in woonwijk",Achtertuin,3.150
Rustenburgerlaan 67,Haarlem,€ 1.250.000,653 m²,226 m²,1878,Bestaande bouw,"Eengezinswoning, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,In centrum,Achtertuin en voortuin,1.970
Mariëndaal 95,Enschede,€ 450.000,295 m²,145 m²,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Lessenaardak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,Aan rustige weg en in woonwijk,Achtertuin en voortuin,4.360
Bleyenhoevelaan 1,Velsen-Noord,€ 425.000,271 m²,197 m²,1957,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,5 kamers (2 slaapkamers),1 badkamer en 3 aparte toiletten,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,"Achtertuin, voortuin en zijtuin",1.470
Heereweg 59,Lisse,€ 1.550.000,705 m²,338 m²,1910,Bestaande bouw,"Villa, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,11 kamers (7 slaapkamers),2 badkamers en 2 aparte toiletten,2 woonlagen en een zolder,C,In woonwijk en vrij uitzicht,Achtertuin,1.915
Hoofdkade 48,Ter Apel,€ 485.000,993 m²,172 m²,1935,Bestaande bouw,"Herenhuis, vrijstaande woning",Mansarde dak bedekt met pannen,6 kamers (4 slaapkamers),2 badkamers en 1 apart toilet,"2 woonlagen, een zolder en een kelder",C,"Aan vaarwater, in centrum en vrij uitzicht",Achtertuin,3.945
Brouwerskamp 7,Nunspeet,€ 550.000,260 m²,173 m²,2016,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,A,Aan rustige weg en in centrum,Achtertuin en voortuin,9.095
Kerkeland 38,Oosterbeek,€ 725.000,157 m²,210 m²,2003,Bestaande bouw,"Herenhuis, tussenwoning",Zadeldak bedekt met pannen,7 kamers (5 slaapkamers),2 badkamers en 2 aparte toiletten,5 woonlagen,A+,"Aan rustige weg, in bosrijke omgeving en in woonwijk",Achtertuin en zonneterras,1.830
Wevershof 50,Prinsenbeek,€ 479.000,140 m²,121 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,,Achtertuin en voortuin,11.035
Van Zuijlen van Nieveltlaan 14,Barneveld,€ 498.000,440 m²,145 m²,1985,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),2 badkamers en 1 apart toilet,2 woonlagen,C,Vrij uitzicht,Achtertuin en voortuin,830
Rapen-oord 7,Houten,€ 569.000,218 m²,178 m²,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,8 kamers (7 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen en een vliering,C,In woonwijk en vrij uitzicht,Achtertuin en voortuin,1.000
Drostlaan 59,Emmeloord,€ 274.000,265 m²,136 m²,1972,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,,Achtertuin en voortuin,1.260
Duinvlietstraat 15,Velsen-Noord,€ 375.000,167 m²,111 m²,1938,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,8 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.050
Hullerweg 71,Nunspeet,€ 475.000,680 m²,102 m²,1900,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,E,"Aan rustige weg, landelijk gelegen, open ligging en vrij uitzicht",Voortuin en zijtuin,9.245
Rembrandtlaan 33,Terneuzen,€ 239.000,147 m²,106 m²,1960,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.650
L. Zocherplantsoen 53,Velserbroek,€ 445.000,117 m²,112 m²,1999,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,5 kamers (4 slaapkamers),1 badkamer en 2 aparte toiletten,3 woonlagen,A,In woonwijk en vrij uitzicht,Achtertuin en voortuin,2.095
Kievietsprenk 3,Vlissingen,€ 249.000,127 m²,111 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.110
Zacharias Jansenstraat 10,Middelburg,€ 179.000,75 m²,57 m²,1910,Bestaande bouw,"Eengezinswoning, halfvrijstaande woning",Zadeldak bedekt met pannen,2 kamers (1 slaapkamer),1 badkamer,2 woonlagen,G,In woonwijk,Achtertuin,1.825
Naardenstraat 15,Almere,€ 320.000,141 m²,102 m²,1982,Bestaande bouw,"Eengezinswoning, hoekwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk,"Achtertuin, voortuin en zijtuin",10.380
Pinksterbloemweide 12,Woerden,€ 375.000,125 m²,99 m²,1983,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,"Aan rustige weg, in woonwijk en vrij uitzicht",Achtertuin en voortuin,5.290
Dahliastraat 8,Sint-Michielsgestel,€ 320.000,218 m²,97 m²,1963,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,6 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,F,In woonwijk,Achtertuin en voortuin,4.075
Potvisstraat 69,Amsterdam,€ 400.000,102 m²,97 m²,1991,Bestaande bouw,"Eengezinswoning, tussenwoning",Plat dak bedekt met bitumineuze dakbedekking,3 kamers (2 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,B,In woonwijk,Achtertuin,8.895
Achterweg 16,Wassenaar,€ 795.000,245 m²,209 m²,1930,Bestaande bouw,"Herenhuis, tussenwoning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen,E,"Aan rustige weg, in centrum en in woonwijk",Achtertuin,2.695
Atalantalaan 3,Aalsmeer,€ 699.000,181 m²,153 m²,2008,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,7.710
Grutto 14,Hardinxveld-Giessendam,€ 535.000,325 m²,121 m²,1960,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,C,Aan rustige weg en in woonwijk,Achtertuin,€ 3.029
Wagekamp 17,Valkenburg (ZH),€ 575.000,143 m²,144 m²,2016,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,2.325
De Savornin Lohmanlaan 5,Hillegom,€ 595.000,270 m²,131 m²,1977,Bestaande bouw,"Eengezinswoning, geschakelde 2-onder-1-kapwoning",Zadeldak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een vliering,C,"Aan rustige weg, beschutte ligging en in woonwijk",Achtertuin en voortuin,1.285
Maarten Tromplaan 77,Twello,€ 575.000,411 m²,156 m²,1971,Bestaande bouw,"Eengezinswoning, geschakelde woning",Zadeldak bedekt met pannen,6 kamers (5 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,E,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",4.035
Laan oud-Indiëgangers 114,Rijssen,€ 439.000,272 m²,145 m²,2006,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,7 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,In woonwijk,Achtertuin en voortuin,6.970
Zutphensestraat 151 A,Apeldoorn,€ 499.500,307 m²,130 m²,1995,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Schilddak bedekt met pannen,5 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,B,In woonwijk en vrij uitzicht,Tuin rondom,6.095
Oude Azaleastraat 12,Nijmegen,€ 450.000,149 m²,103 m²,1935,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer,3 woonlagen en een kelder,C,Aan rustige weg en in woonwijk,Achtertuin,6.450
Noorderdiep 410,Nieuw-Buinen,€ 525.000,912 m²,291 m²,1998,Bestaande bouw,"Eengezinswoning, vrijstaande woning",Samengesteld dak bedekt met bitumineuze dakbedekking en pannen,9 kamers (6 slaapkamers),2 badkamers en 1 apart toilet,3 woonlagen,B,Landelijk gelegen en vrij uitzicht,Tuin rondom,€ 2.308
Eifel 9,Helmond,€ 325.000,173 m²,116 m²,1987,Bestaande bouw,"Eengezinswoning, tussenwoning",Zadeldak bedekt met pannen,5 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,2 woonlagen en een zolder,A,In woonwijk,Achtertuin en voortuin,1.425
Bloemstede 315,Maarssen,€ 379.000,169 m²,107 m²,1974,Bestaande bouw,"Eengezinswoning, hoekwoning",Samengesteld dak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer,3 woonlagen,C,In woonwijk,Achtertuin en voortuin,1.695
Marshallstraat 3,Oss,€ 495.000,321 m²,170 m²,1962,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met bitumineuze dakbedekking en pannen,6 kamers (4 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,A,Aan rustige weg en in woonwijk,Achtertuin en voortuin,555
Hoefijzer 11,Warnsveld,€ 398.000,290 m²,126 m²,1986,Bestaande bouw,"Eengezinswoning, 2-onder-1-kapwoning",Zadeldak bedekt met pannen,4 kamers (3 slaapkamers),1 badkamer en 1 apart toilet,3 woonlagen,B,"Aan rustige weg, in woonwijk en vrij uitzicht","Achtertuin, voortuin en zijtuin",2.220
